show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,primary_genre
s152,Initial D,"Andrew Lau Wai-keung, Alan Mak","Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee",China,2021-09-01 00:00:00,2005,TV-14,109 min,Action & Adventure,Action & Adventure
s153,Janoskians: Untold and Untrue,Brett Weiner,"Jai Brooks, Luke Brooks, James Yammouni, Daniel Sahyounie, Beau Brooks",United States,2021-09-01 00:00:00,2016,TV-MA,88 min,Comedies,Comedies
s156,Labyrinth,Jim Henson,"David Bowie, Jennifer Connelly, Frank Oz, Kevin Clash, Anthony Asbury, Dave Goelz, Brian Henson, Ron Mueck, Karen Prell, Shari Weiser",United Kingdom,2021-09-01 00:00:00,1986,PG,101 min,"Action & Adventure, Children & Family Movies, Cult Movies",Action & Adventure
s157,Letters to Juliet,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan",United States,2021-09-01 00:00:00,2010,PG,105 min,"Comedies, Dramas, Romantic Movies",Comedies
s158,Level 16,Danishka Esterhazy,"Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira",Canada,2021-09-01 00:00:00,2018,TV-14,102 min,"Sci-Fi & Fantasy, Thrillers",Sci-Fi & Fantasy
s159,Love Don't Cost a Thing,Troy Byer,"Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman",United States,2021-09-01 00:00:00,2003,PG-13,101 min,"Comedies, Romantic Movies",Comedies
s160,Love in a Puff,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Isabel Chan, Cheung Tat-ming, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok",Hong Kong,2021-09-01 00:00:00,2010,TV-MA,103 min,"Comedies, Dramas",Comedies
s162,Mars Attacks!,Tim Burton,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman",United States,2021-09-01 00:00:00,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy",Comedies
s163,Marshall,Reginald Hudlin,"Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, Dan Stevens, James Cromwell, Keesha Sharp, Roger Guenveur Smith, Derrick Baskin, Barrett Doss",United States,2021-09-01 00:00:00,2017,PG-13,118 min,Dramas,Dramas
s164,My Boss's Daughter,David Zucker,"Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon",United States,2021-09-01 00:00:00,2003,R,86 min,"Comedies, Romantic Movies",Comedies
s165,Mystery Men,Kinka Usher,"Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo, Kel Mitchell, Paul Reubens, Wes Studi, Greg Kinnear, Geoffrey Rush, Lena Olin, Eddie Izzard, Artie Lange, Pras, Claire Forlani, Tom Waits",United States,2021-09-01 00:00:00,1999,PG-13,121 min,"Action & Adventure, Comedies",Action & Adventure
s167,Once Upon a Time in America,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden",Italy,2021-09-01 00:00:00,1984,R,229 min,"Classic Movies, Dramas",Classic Movies
s168,Open Season 2,"Matthew O'Callaghan, Todd Wilderman","Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack",United States,2021-09-01 00:00:00,2008,PG,76 min,"Children & Family Movies, Comedies",Children & Family Movies
s169,Osmosis Jones,"Bobby Farrelly, Peter Farrelly","Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Ron Howard, Kid Rock, Ben Stein",United States,2021-09-01 00:00:00,2001,PG,95 min,"Action & Adventure, Children & Family Movies, Comedies",Action & Adventure
s170,Poseidon,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez",United States,2021-09-01 00:00:00,2006,PG-13,98 min,"Action & Adventure, Dramas",Action & Adventure
s171,Rhyme & Reason,Peter Spirer,"Too $hort, B-Real, Kurtis Blow, Da Brat, Grandmaster Caz, Sean ""P. Diddy"" Combs, Chuck D., Desiree Densiti, Dr. Dre, E-40, MC Eiht, Heavy D, Lauryn Hill, Ice-T, Wyclef Jean, Ras Kass, KRS-One, L.V., Mack 10, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange, Suave",United States,2021-09-01 00:00:00,1997,R,89 min,"Documentaries, Music & Musicals",Documentaries
s172,Same Kind of Different as Me,Michael Carney,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt",United States,2021-09-01 00:00:00,2017,PG-13,120 min,"Dramas, Faith & Spirituality",Dramas
s173,School of Rock,Richard Linklater,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green",United States,2021-09-01 00:00:00,2003,PG-13,110 min,"Comedies, Music & Musicals",Comedies
s174,Snervous Tyler Oakley,Amy Rice,Tyler Oakley,United States,2021-09-01 00:00:00,2015,PG-13,83 min,"Documentaries, LGBTQ Movies",Documentaries
s175,Tears of the Sun,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie",United States,2021-09-01 00:00:00,2003,R,121 min,"Action & Adventure, Dramas",Action & Adventure
s176,The Blue Lagoon,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Elva Josephson, Glenn Kohan, Alan Hopgood, Gus Mercurio",United States,2021-09-01 00:00:00,1980,R,105 min,"Dramas, Romantic Movies",Dramas
s177,The Golden Child,Michael Ritchie,"Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis, Victor Wong, Randall Tex Cobb, James Hong, Shakti Chen, Tau Logo, Tiger Chung Lee",United States,2021-09-01 00:00:00,1986,PG-13,94 min,"Action & Adventure, Comedies",Action & Adventure
s178,The Guns of Navarone,J. Lee Thompson,"Gregory Peck, David Niven, Anthony Quinn, Stanley Baker, Anthony Quayle, James Darren, Irene Papas, Gia Scala, James Robertson Justice, Richard Harris",United Kingdom,2021-09-01 00:00:00,1961,TV-14,156 min,"Action & Adventure, Classic Movies",Action & Adventure
s179,The Interview,"Evan Goldberg, Seth Rogen","James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang, Timothy Simons, Reese Alexander, James Yi",United States,2021-09-01 00:00:00,2014,R,112 min,"Action & Adventure, Comedies",Action & Adventure
s180,The Nutty Professor,Tom Shadyac,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon",United States,2021-09-01 00:00:00,1996,PG-13,95 min,"Comedies, Romantic Movies",Comedies
s181,The Nutty Professor II: The Klumps,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott",Unknown,2021-09-01 00:00:00,2000,PG-13,107 min,"Comedies, Romantic Movies",Comedies
s183,Welcome Home Roscoe Jenkins,Malcolm D. Lee,"Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K.",United States,2021-09-01 00:00:00,2008,PG-13,114 min,Comedies,Comedies
s184,In the Line of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes",United States,2021-08-31 00:00:00,1993,R,129 min,"Action & Adventure, Classic Movies",Action & Adventure
s186,Untold: Crime & Penalties,"Chapman Way, Maclain Way",Unknown,Unknown,2021-08-31 00:00:00,2021,TV-MA,86 min,"Documentaries, Sports Movies",Documentaries
s189,2 Alone in Paris,"Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",France,2021-08-28 00:00:00,2008,TV-MA,97 min,Comedies,Comedies
s191,Thimmarusu,Sharan Koppisetty,"Satya Dev, Priyanka Jawalkar, Brahmaji",India,2021-08-28 00:00:00,2021,TV-14,125 min,Dramas,Dramas
s192,Wind River,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene",United Kingdom,2021-08-28 00:00:00,2017,R,107 min,"Dramas, Independent Movies",Dramas
s193,C Kkompany,Sachin Yardi,"Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra",India,2021-08-27 00:00:00,2008,TV-14,127 min,"Action & Adventure, Comedies",Action & Adventure
s196,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda",India,2021-08-27 00:00:00,2008,TV-14,128 min,"Comedies, Dramas",Comedies
s197,He's All That,Mark Waters,"Addison Rae, Tanner Buchanan, Rachael Leigh Cook, Madison Pettis, Isabella Crovetti, Matthew Lillard, Peyton Meyer, Annie Jacob, Myra Molloy, Kourtney Kardashian",Unknown,2021-08-27 00:00:00,2021,TV-14,92 min,"Comedies, Romantic Movies",Comedies
s200,Koi Aap Sa,Partho Mitra,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta",India,2021-08-27 00:00:00,2006,TV-14,135 min,"Comedies, Dramas",Comedies
s201,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi",India,2021-08-27 00:00:00,2004,TV-14,124 min,"Action & Adventure, Horror Movies",Action & Adventure
s202,Kucch To Hai,"Anil V. Kumar, Anurag Basu","Tusshar Kapoor, Esha Deol, Natassha, Vrajesh Hirjee, Kusumit Sana, Rishi Kapoor, Moon Moon Sen, Johny Lever, Ashay Chitre, Jeetendra",India,2021-08-27 00:00:00,2003,TV-14,136 min,"Dramas, Thrillers",Dramas
s203,Kyaa Kool Hai Hum,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean",India,2021-08-27 00:00:00,2005,TV-MA,165 min,"Comedies, Music & Musicals",Comedies
s204,Kyaa Kool Hain Hum 3,Umesh Ghadge,"Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek, Mandana Karimi, Shakti Kapoor, Darshan Jariwala, Sushmita Mukherjee, Meghna Naidu, Anand Kumar, Claudia Ciesla",India,2021-08-27 00:00:00,2016,TV-MA,124 min,Comedies,Comedies
s205,Kyaa Super Kool Hain Hum,Sachin Yardi,"Tusshar Kapoor, Riteish Deshmukh, Anupam Kher, Rohit Shetty, Neha Sharma, Chunky Pandey, Sarah-Jane Dias, Razak Khan, Kavin Dave",India,2021-08-27 00:00:00,2012,TV-MA,136 min,Comedies,Comedies
s206,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,"Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl",India,2021-08-27 00:00:00,2001,TV-14,150 min,"Comedies, Sci-Fi & Fantasy",Comedies
s207,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,"Nushrat Bharucha, Anshuman Jha, Neha Chauhan, Rajkummar Rao, Arya Banerjee, Amit Sial, Herry Tangri",India,2021-08-27 00:00:00,2010,TV-MA,112 min,"Dramas, Independent Movies",Dramas
s208,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",India,2021-08-27 00:00:00,2008,TV-14,119 min,"Action & Adventure, Music & Musicals",Action & Adventure
s209,Once Upon a Time in Mumbaai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Naved Aslam, Asif Basra, Avtar Gill",India,2021-08-27 00:00:00,2010,TV-14,133 min,"Dramas, Music & Musicals",Dramas
s210,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Sarfaraz Khan, Mahesh Manjrekar, Abhimanyu Singh, Kurush Deboo, Pitobash, Chetan Hansraj",India,2021-08-27 00:00:00,2013,TV-14,142 min,"Dramas, Music & Musicals",Dramas
s211,Ragini MMS,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",India,2021-08-27 00:00:00,2011,TV-MA,93 min,Horror Movies,Horror Movies
s212,Ragini MMS 2,Bhushan Patel,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra",India,2021-08-27 00:00:00,2014,TV-MA,113 min,Horror Movies,Horror Movies
s215,SAS: Rise of the Black Swan,Magnus Martens,"Sam Heughan, Ruby Rose, Andy Serkis, Hannah John-Kamen, Tom Wilkinson, Tom Hopper, Noel Clarke, Anne Reid, Owain Yeoman, Jing Lusi, Ray Panthaki, Richard McCabe, Douglas Reith",Unknown,2021-08-27 00:00:00,2021,R,124 min,Action & Adventure,Action & Adventure
s216,Shootout at Lokhandwala,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Arbaaz Khan, Abhishek Bachchan, Vivek Oberoi, Tusshar Kapoor, Rohit Roy, Shabbir Ahluwalia, Dia Mirza, Amrita Singh, Neha Dhupia",India,2021-08-27 00:00:00,2007,TV-MA,116 min,"Action & Adventure, Dramas",Action & Adventure
s217,Shor In the City,"Raj Nidimoru, Krishna D.K.","Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary",India,2021-08-27 00:00:00,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies",Comedies
s218,The Dirty Picture,Milan Luthria,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah, Rajesh Sharma, Imran Hasnee, Anju Mahendru",India,2021-08-27 00:00:00,2011,TV-14,145 min,"Comedies, Dramas",Comedies
s222,"Bob Ross: Happy Accidents, Betrayal & Greed",Joshua Rofé,Bob Ross,Unknown,2021-08-25 00:00:00,2021,TV-14,93 min,Documentaries,Documentaries
s228,Really Love,Angel Kristi Williams,"Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy, Uzo Aduba",United States,2021-08-25 00:00:00,2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",Dramas
s229,The November Man,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Eliza Taylor, Caterina Scorsone, Bill Smitrovich, Will Patton, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic",United States,2021-08-25 00:00:00,2014,R,108 min,Action & Adventure,Action & Adventure
s230,The Old Ways,Christopher Alender,"Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez",United States,2021-08-25 00:00:00,2020,TV-MA,90 min,Horror Movies,Horror Movies
s231,The River Runner,Rush Sturges,Unknown,Unknown,2021-08-25 00:00:00,2021,TV-MA,86 min,"Documentaries, Sports Movies",Documentaries
s232,The Water Man,David Oyelowo,"David Oyelowo, Rosario Dawson, Lonnie Chavis, Amiah Miller, Alfred Molina, Maria Bello",United States,2021-08-25 00:00:00,2021,PG,92 min,"Children & Family Movies, Dramas",Children & Family Movies
s234,Count Me In,Mark Lo,Unknown,United Kingdom,2021-08-24 00:00:00,2021,TV-MA,82 min,"Documentaries, Music & Musicals",Documentaries
s236,Untold: Caitlyn Jenner,Crystal Moselle,Unknown,Unknown,2021-08-24 00:00:00,2021,TV-PG,70 min,"Documentaries, LGBTQ Movies, Sports Movies",Documentaries
s237,Boomika,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",Unknown,2021-08-23 00:00:00,2021,TV-14,122 min,"Horror Movies, Thrillers",Horror Movies
s238,Boomika (Hindi),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",Unknown,2021-08-23 00:00:00,2021,TV-14,122 min,"Horror Movies, Thrillers",Horror Movies
s239,Boomika (Malayalam),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",Unknown,2021-08-23 00:00:00,2021,TV-14,122 min,"Horror Movies, Thrillers",Horror Movies
s240,Boomika (Telugu),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",Unknown,2021-08-23 00:00:00,2021,TV-14,122 min,"Horror Movies, Thrillers",Horror Movies
s241,The Witcher: Nightmare of the Wolf,Han Kwang Il,"Theo James, Mary McDonnell, Lara Pulver, Graham McTavish, Tom Canton, David Errigo Jr, Jennifer Hale, Kari Wahlgren, Matt Yang King, Darryl Kurylo, Keith Ferguson",Unknown,2021-08-23 00:00:00,2021,TV-MA,84 min,"Action & Adventure, Anime Features",Action & Adventure
s245,Gunshot,Karim El Shenawy,"Ahmed El Fishawy, Ruby, Mohamed Mamdouh, Ahmed Malek, Asmaa Abulyazeid, Samy Maghawry, Safaa El-Toukhy, Ahmed Kamal, Arfa Abdel Rassoul, Hana Shiha",Unknown,2021-08-20 00:00:00,2018,TV-14,96 min,"Dramas, Thrillers",Dramas
s247,Man in Love,Yin Chen-hao,"Roy Chiu, Ann Hsu, Tsai Chen-nan, Chung Hsin-ling, Lan Wei-hua, Peace Yang, Huang Lu Tz-yin",Unknown,2021-08-20 00:00:00,2021,TV-MA,115 min,"Dramas, Romantic Movies",Dramas
s248,Sweet Girl,Brian Andrew Mendoza,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Amy Brenneman, Adria Arjona, Raza Jaffrey, Justin Bartha, Lex Scott Davis, Michael Raymond-James",United States,2021-08-20 00:00:00,2021,R,110 min,"Action & Adventure, Dramas",Action & Adventure
s250,The Loud House Movie,Dave Needham,"Asher Bishop, David Tennant, Michelle Gomez, Jill Talley, Brian Stepanek, Catherine Taber, Liliana Mumy, Nika Futterman, Cristina Pucelli, Jessica DiCicco, Grey Griffin, Lara Jill Miller",Unknown,2021-08-20 00:00:00,2021,TV-Y7,88 min,"Children & Family Movies, Comedies, Music & Musicals",Children & Family Movies
s251,A Faraway Land,Veronica Velasco,"Paolo Contis, Yen Santos, Hans Tórgarð, Ruby Ruiz, Zweden Obias, Maria Rianne Castro, Arianne Mavis Uera, Maricor Canlas",Unknown,2021-08-19 00:00:00,2020,TV-PG,102 min,"Dramas, Romantic Movies",Dramas
s252,Like Crazy,Drake Doremus,"Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley, Alex Kingston, Oliver Muirhead, Finola Hughes, Chris Messina, Ben York Jones, Jamie Thomas King",United States,2021-08-19 00:00:00,2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies",Dramas
s253,Black Island,Miguel Alexandre,"Philip Froissant, Alice Dwyer, Hanns Zischler, Mercedes Müller, Sammy Scheuritzel, Lieselotte Voß, Katharina Schütz, Jodie Leslie Ahlborn, Marco Wittorf, Ilknur Boyraz",Unknown,2021-08-18 00:00:00,2021,TV-MA,105 min,Thrillers,Thrillers
s254,Bombay,Mani Ratnam,"Arvind Swamy, Manisha Koirala, Nasser, Raja Krishnamoorthy",India,2021-08-18 00:00:00,1995,TV-14,135 min,"Dramas, Romantic Movies",Dramas
s256,Memories of a Murderer: The Nilsen Tapes,Michael Harte,Unknown,Unknown,2021-08-18 00:00:00,2021,TV-MA,86 min,Documentaries,Documentaries
s257,Nneka The Pretty Serpent,Tosin Igho,"Idia Aisien, Ndidi Obi, Kenneth Okolie, Zack Orji, Bovi Ugboma, Bimbo Ademoye, Beverly Osu, Beverly Naya, Larry Gaaga, Shaffy Bello, Chioma Chukwuka Akpotha, Waje",Unknown,2021-08-18 00:00:00,2020,TV-14,140 min,Dramas,Dramas
s258,O Kadhal Kanmani,Mani Ratnam,"Dulquer Salmaan, Nithya Menon, Prakash Raj, Leela Samson, Vinodhini, Ramya Subramanian, Siva Ananth, John Devasahayam, Prabhu Lakshman",Unknown,2021-08-18 00:00:00,2015,TV-14,133 min,"Dramas, Romantic Movies",Dramas
s259,Out of my league,Alice Filippi,"Ludovica Francesconi, Giuseppe Maggio, Gaja Masciale, Jozef Gjura, Eleonora Gaggero, Franco Ravera, Elisabetta Coraini, Michele Franco, Edoardo Rossi",Unknown,2021-08-18 00:00:00,2020,TV-MA,92 min,"Comedies, Dramas",Comedies
s260,Pahuna,Paakhi Tyrewala,"Anmol Limbu, Ishika Gurung, Manju Chettri, Banita Lagun, Binod Pradhan, Mahindra Bajgai, Rupa Tamang, Saran Rai",India,2021-08-18 00:00:00,2018,TV-PG,82 min,"Comedies, Dramas",Comedies
s262,The Secret Diary of an Exchange Student,Bruno Garotti,"Larissa Manoela, Thati Lopes, Bruno Montaleone, David Sherod James, Maiara Walsh, Flávia Garrafa, Kathy-Ann Hart, Ray Faiola, Noa Graham",Unknown,2021-08-18 00:00:00,2021,TV-14,97 min,"Comedies, Romantic Movies",Comedies
s263,Untold: Deal With the Devil,Laura Brownson,Unknown,Unknown,2021-08-18 00:00:00,2021,TV-MA,78 min,"Documentaries, LGBTQ Movies, Sports Movies",Documentaries
s265,Walk of Shame,Steve Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright, Ethan Suplee, Bill Burr, Ken Davitian, Lawrence Gilliard Jr., Alphonso Mcauley, Da'Vone McDonald, John Marsden, Willie Garson, Oliver Hudson, P.J. Byrne",United States,2021-08-16 00:00:00,2014,R,94 min,"Comedies, Independent Movies",Comedies
s268,The Piano,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker, Genevieve Lemon, Tungia Baker, Ian Mune",New Zealand,2021-08-15 00:00:00,1993,R,121 min,"Classic Movies, Dramas, Independent Movies",Classic Movies
